AM,FF Module,Discriminator,F1,Pre,Rec
✓ ✓ ✓,✓ ✓ ✓,✓ ✓ ✓,0.7086 ± 0.0126 0.8329 ± 0.0053 0.8513 ± 0.0059 0.8729 ± 0.0086 0.9685 ± 0.0046,0.6578 ± 0.0152 0.7525 ± 0.0058 0.8315 ± 0.0062 0.7802 ± 0.0091 0.9832 ± 0.0051,0.7967 ± 0.0143 0.9347 ± 0.0061 0.8639 ± 0.0067 0.9836 ± 0.0088 0.9569 ± 0.0057
